symbol,sector,industry
DLHC,Consumer Discretionary,Professional Services
DLNG,Consumer Discretionary,Marine Transportation
DLO,Real Estate,Real Estate
DLPN,Consumer Discretionary,Other Consumer Services
DLR,Real Estate,Real Estate Investment Trusts
DLTH,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DLTR,Consumer Discretionary,Department/Specialty Retail Stores
DLX,Consumer Discretionary,Publishing
DLY,Finance,Investment Managers
DMA,Finance,Trusts Except Educational Religious and Charitable
DMAAR,Finance,Blank Checks
DMAC,Health Care,Biotechnology: Pharmaceutical Preparations
DMB,Finance,Trusts Except Educational Religious and Charitable
DMLP,Energy,Oil & Gas Production
DMO,Finance,Trusts Except Educational Religious and Charitable
DMRC,Technology,EDP Services
DMYY,Finance,Blank Checks
DNA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNN,Basic Materials,Other Metals and Minerals
DNOW,Consumer Discretionary,Oil and Gas Field Machinery
DNP,Finance,Investment Managers
DNTH,Health Care,Biotechnology: Pharmaceutical Preparations
DNUT,Consumer Staples,Food Chains
DOC,Real Estate,Real Estate Investment Trusts
DOCN,Technology,Computer Software: Programming Data Processing
DOCS,Technology,EDP Services
DOCU,Technology,Computer Software: Prepackaged Software
DOGZ,Consumer Discretionary,Miscellaneous manufacturing industries
DOLE,Consumer Staples,Farming/Seeds/Milling
DOMH,Health Care,Biotechnology: Pharmaceutical Preparations
DOMO,Technology,Computer Software: Prepackaged Software
DOOO,Consumer Discretionary,Industrial Specialties
DORM,Consumer Discretionary,Auto Parts:O.E.M.
DOUG,Finance,Real Estate
DOV,Industrials,Industrial Machinery/Components
DOW,Industrials,Major Chemicals
DOX,Technology,EDP Services
DOYU,Technology,Computer Software: Programming Data Processing
DPG,Finance,Trusts Except Educational Religious and Charitable
DPRO,Industrials,Aerospace
DPZ,Consumer Discretionary,Food Distributors
DQ,Technology,Semiconductors
DRCT,Consumer Discretionary,Advertising
DRD,Basic Materials,Precious Metals
DRH,Real Estate,Real Estate Investment Trusts
DRI,Consumer Discretionary,Restaurants
DRIO,Health Care,Medical/Dental Instruments
DRMA,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,Health Care,Biotechnology: Pharmaceutical Preparations
DRS,Industrials,Industrial Machinery/Components
DRTS,Health Care,Medical/Dental Instruments
DRTSW,Health Care,Medical/Dental Instruments
DRUG,Health Care,Biotechnology: Pharmaceutical Preparations
DRVN,Consumer Discretionary,Automotive Aftermarket
DSGN,Health Care,Biotechnology: Pharmaceutical Preparations
DSGR,Consumer Discretionary,Industrial Specialties
DSGX,Technology,Computer Software: Prepackaged Software
DSL,Finance,Trusts Except Educational Religious and Charitable
DSM,Finance,Investment Managers
DSP,Technology,Computer Software: Programming Data Processing
DSS,Consumer Discretionary,Containers/Packaging
DSU,Finance,Finance Companies
DSWL,Industrials,Plastic Products
DSX,Consumer Discretionary,Marine Transportation
DSY,Consumer Discretionary,Containers/Packaging
DSYWW,Consumer Discretionary,Containers/Packaging
DT,Technology,Computer Software: Prepackaged Software
DTB,Utilities,Electric Utilities: Central
DTCK,Industrials,Farming/Seeds/Milling
DTE,Utilities,Electric Utilities: Central
DTF,Finance,Investment Managers
DTG,Utilities,Electric Utilities: Central
DTI,Consumer Discretionary,Oil and Gas Field Machinery
DTIL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTM,Utilities,Natural Gas Distribution
DTSS,Technology,Computer Software: Prepackaged Software
DTST,Technology,EDP Services
DTSTW,Technology,EDP Services
DTW,Utilities,Electric Utilities: Central
DUK,Utilities,Power Generation
DUKB,Utilities,Power Generation
DUO,Finance,Real Estate
DUOL,Technology,Computer Software: Prepackaged Software
DUOT,Technology,Computer Software: Prepackaged Software
DV,Technology,Computer Software: Programming Data Processing
DVA,Health Care,Misc Health and Biotechnology Services
DVAX,Health Care,Biotechnology: Pharmaceutical Preparations
DVLT,Technology,Semiconductors
DVN,Energy,Oil & Gas Production
DWSN,Energy,Oil & Gas Production
DWTX,Health Care,Biotechnology: Pharmaceutical Preparations
DX,Real Estate,Real Estate Investment Trusts
DXC,Technology,EDP Services
DXCM,Health Care,Medical/Dental Instruments
DXF,Finance,Finance: Consumer Services
DXLG,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DXPE,Industrials,Industrial Machinery/Components
DXR,Health Care,Medical/Dental Instruments
DXST,Industrials,Miscellaneous
DY,Industrials,Water Sewer Pipeline Comm & Power Line Construction
DYAI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYN,Health Care,Biotechnology: Pharmaceutical Preparations
E,Energy,Oil & Gas Production
EA,Consumer Discretionary,Services-Misc. Amusement & Recreation
EAD,Finance,Finance/Investors Services
EAF,Energy,Industrial Machinery/Components
EAI,Utilities,Electric Utilities: Central
EARN,Real Estate,Real Estate Investment Trusts
EAT,Consumer Discretionary,Restaurants
EB,Technology,Computer Software: Programming Data Processing
EBAY,Real Estate,Real Estate
EBC,Finance,Savings Institutions
EBF,Consumer Discretionary,Office Equipment/Supplies/Services
EBMT,Finance,Major Banks
EBON,Technology,Semiconductors
EBR,Utilities,Electric Utilities: Central
EBS,Health Care,Biotechnology: Pharmaceutical Preparations
EC,Energy,Oil & Gas Production
ECAT,Finance,Trusts Except Educational Religious and Charitable
ECBK,Finance,Banks
ECC,Finance,Trusts Except Educational Religious and Charitable
ECCC,Finance,Trusts Except Educational Religious and Charitable
ECCV,Finance,Trusts Except Educational Religious and Charitable
ECCW,Finance,Trusts Except Educational Religious and Charitable
ECCX,Finance,Trusts Except Educational Religious and Charitable
ECDA,Industrials,Auto Manufacturing
ECDAW,Industrials,Auto Manufacturing
ECF,Finance,Finance/Investors Services
ECG,Consumer Discretionary,Homebuilding
ECL,Consumer Discretionary,Package Goods/Cosmetics
ECO,Consumer Discretionary,Marine Transportation
ECOR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Finance,Finance Companies
ECVT,Industrials,Major Chemicals
ECX,Technology,EDP Services
ECXWW,Technology,EDP Services
ED,Utilities,Power Generation
EDAP,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Consumer Staples,Farming/Seeds/Milling
EDBLW,Consumer Staples,Farming/Seeds/Milling
EDD,Finance,Finance Companies
EDF,Finance,Investment Managers
EDHL,Consumer Discretionary,Advertising
EDIT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDN,Utilities,Electric Utilities: Central
EDRY,Consumer Discretionary,Marine Transportation
EDSA,Health Care,Biotechnology: Pharmaceutical Preparations
EDTK,Real Estate,Other Consumer Services
EDU,Real Estate,Other Consumer Services
EDUC,Consumer Discretionary,Consumer Specialties
EE,Utilities,Oil/Gas Transmission
EEA,Finance,Trusts Except Educational Religious and Charitable
EEFT,Finance,Investment Bankers/Brokers/Service
EEIQ,Real Estate,Other Consumer Services
EEX,Real Estate,Real Estate
EFC,Finance,Real Estate
EFOI,Consumer Discretionary,Building Products
EFR,Finance,Trusts Except Educational Religious and Charitable
EFSC,Finance,Major Banks
EFSCP,Finance,Major Banks
EFSI,Finance,Major Banks
EFT,Finance,Finance Companies
EFTY,Consumer Discretionary,Professional Services
EFX,Finance,Finance: Consumer Services
EFXT,Industrials,Industrial Machinery/Components
EG,Finance,Property-Casualty Insurers
EGAN,Technology,Computer Software: Prepackaged Software
EGBN,Finance,Major Banks
EGG,Consumer Discretionary,Professional Services
EGHAR,Finance,Blank Checks
EGO,Basic Materials,Precious Metals
EGP,Real Estate,Real Estate Investment Trusts
EGY,Energy,Oil & Gas Production
EH,Industrials,Aerospace
EHAB,Health Care,Medical/Nursing Services
EHC,Health Care,Hospital/Nursing Management
EHGO,Consumer Discretionary,Diversified Commercial Services
EHI,Finance,Investment Managers
EHLD,Consumer Discretionary,Marine Transportation
EHTH,Finance,Specialty Insurers
EIC,Finance,Finance/Investors Services
EICA,Finance,Finance/Investors Services
EIG,Finance,Property-Casualty Insurers
EIM,Finance,Finance/Investors Services
EIX,Utilities,Electric Utilities: Central
EJH,Consumer Discretionary,Other Consumer Services
EKSO,Industrials,Industrial Machinery/Components
EL,Consumer Discretionary,Package Goods/Cosmetics
ELA,Consumer Discretionary,Consumer Specialties
ELAB,Health Care,Biotechnology: Pharmaceutical Preparations
ELAN,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Miscellaneous,Industrial Machinery/Components
ELC,Utilities,Electric Utilities: Central
ELDN,Health Care,Biotechnology: Pharmaceutical Preparations
ELF,Consumer Discretionary,Package Goods/Cosmetics
ELLO,Utilities,Electric Utilities: Central
ELMD,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Real Estate,Real Estate Investment Trusts
ELOG,Industrials,Integrated Freight & Logistics
ELP,Utilities,Electric Utilities: Central
ELPC,Utilities,Electric Utilities: Central
ELS,Real Estate,Real Estate Investment Trusts
ELSE,Industrials,Industrial Machinery/Components
ELTK,Technology,Electrical Products
ELTX,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELV,Health Care,Medical Specialities
ELVN,Health Care,Biotechnology: Pharmaceutical Preparations
ELVR,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ELWS,Technology,EDP Services
EM,Consumer Discretionary,Other Consumer Services
EMA,Utilities,Electric Utilities: Central
EMBC,Health Care,Medical/Dental Instruments
EMD,Finance,Finance/Investors Services
EME,Industrials,Engineering & Construction
EMF,Finance,Finance/Investors Services
EML,Consumer Discretionary,Industrial Machinery/Components
EMN,Industrials,Major Chemicals
EMO,Finance,Investment Managers
EMP,Utilities,Electric Utilities: Central
EMR,Technology,Consumer Electronics/Appliances
EMX,Basic Materials,Metal Mining
ENB,Energy,Natural Gas Distribution
ENFY,Industrials,Agricultural Chemicals
ENGN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGS,Industrials,Engineering & Construction
ENIC,Utilities,Electric Utilities: Central
ENJ,Utilities,Power Generation
ENLT,Utilities,Electric Utilities: Central
ENLV,Health Care,Biotechnology: Pharmaceutical Preparations
ENO,Utilities,Power Generation
ENOV,Health Care,Industrial Specialties
ENPH,Technology,Semiconductors
ENR,Miscellaneous,Industrial Machinery/Components
ENS,Technology,Industrial Machinery/Components
ENSC,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,Health Care,Hospital/Nursing Management
ENTA,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Industrials,Plastic Products
ENTO,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVA,Finance,Finance: Consumer Services
ENVB,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Miscellaneous,Industrial Machinery/Components
ENX,Finance,Finance/Investors Services
EOD,Finance,Investment Managers
EOG,Energy,Oil & Gas Production
EOI,Finance,Finance/Investors Services
EOLS,Health Care,Biotechnology: Pharmaceutical Preparations
EONR,Energy,Oil & Gas Production
EOS,Finance,Trusts Except Educational Religious and Charitable
EOSE,Miscellaneous,Industrial Machinery/Components
EOSEW,Miscellaneous,Industrial Machinery/Components
EOT,Finance,Investment Bankers/Brokers/Service
EP,Energy,Oil & Gas Production
EPAC,Technology,Industrial Machinery/Components
EPAM,Technology,EDP Services
EPC,Consumer Discretionary,Package Goods/Cosmetics
EPD,Utilities,Natural Gas Distribution
EPIX,Health Care,Biotechnology: Pharmaceutical Preparations
EPM,Energy,Oil & Gas Production
EPOW,Real Estate,Real Estate
EPR,Real Estate,Real Estate Investment Trusts
EPRT,Real Estate,Real Estate Investment Trusts
EPRX,Health Care,Pharmaceuticals and Biotechnology
EPSM,Consumer Staples,Beverages (Production/Distribution)
EPSN,Energy,Oil & Gas Production
EQ,Health Care,Biotechnology: Pharmaceutical Preparations
EQBK,Finance,Major Banks
EQH,Finance,Specialty Insurers
EQIX,Real Estate,Real Estate Investment Trusts
EQNR,Energy,Integrated oil Companies
EQR,Real Estate,Real Estate Investment Trusts
EQS,Finance,Finance/Investors Services
EQT,Energy,Oil & Gas Production
EQX,Basic Materials,Precious Metals
ERAS,Health Care,Biotechnology: Pharmaceutical Preparations
ERC,Finance,Finance/Investors Services
ERH,Finance,Finance/Investors Services
ERIC,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Finance,Specialty Insurers
ERII,Technology,Industrial Machinery/Components
ERJ,Industrials,Aerospace
ERNA,Health Care,Biotechnology: Pharmaceutical Preparations
ERO,Basic Materials,Metal Mining
ES,Utilities,Electric Utilities: Central
ESAB,Industrials,Industrial Machinery/Components
ESCA,Consumer Discretionary,Recreational Games/Products/Toys
ESE,Telecommunications,Telecommunications Equipment
ESEA,Consumer Discretionary,Marine Transportation
ESGL,Utilities,Environmental Services
ESGLW,Utilities,Environmental Services
ESHA,Finance,Blank Checks
ESHAR,Finance,Blank Checks
ESI,Industrials,Major Chemicals
ESLA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESLAW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESLT,Industrials,Military/Government/Technical
ESNT,Finance,Property-Casualty Insurers
ESOA,Industrials,Water Sewer Pipeline Comm & Power Line Construction
ESP,Technology,Industrial Machinery/Components
ESPR,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Finance,Commercial Banks
ESRT,Real Estate,Real Estate Investment Trusts
ESS,Real Estate,Real Estate Investment Trusts
ESTA,Health Care,Industrial Specialties
ESTC,Technology,Computer Software: Prepackaged Software
ET,Utilities,Natural Gas Distribution
ETB,Finance,Investment Bankers/Brokers/Service
ETD,Consumer Discretionary,Home Furnishings
ETG,Finance,Investment Managers
ETHZ,Health Care,Biotechnology: Pharmaceutical Preparations
ETHZW,Health Care,Biotechnology: Pharmaceutical Preparations
ETJ,Finance,Finance Companies
ETN,Technology,Industrial Machinery/Components
ETNB,Health Care,Biotechnology: Pharmaceutical Preparations
ETO,Finance,Investment Managers
ETON,Health Care,Biotechnology: Pharmaceutical Preparations
ETOR,Finance,Investment Bankers/Brokers/Service
ETR,Utilities,Electric Utilities: Central
ETS,Industrials,Trucking Freight/Courier Services
ETSY,Real Estate,Real Estate
ETV,Finance,Investment Bankers/Brokers/Service
ETW,Finance,Investment Managers
ETX,Finance,Investment Managers
ETY,Finance,Finance Companies
EU,Basic Materials,Other Metals and Minerals
EUDA,Health Care,Medical/Nursing Services
EUDAW,Health Care,Medical/Nursing Services
EVAC,Industrials,Fluid Controls
EVAX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVC,Industrials,Broadcasting
EVCM,Technology,Computer Software: Prepackaged Software
EVER,Technology,Computer Software: Programming Data Processing
EVEX,Industrials,Aerospace
EVF,Finance,Investment Bankers/Brokers/Service
EVG,Finance,Investment Managers
EVGN,Industrials,Agricultural Chemicals
EVGO,Technology,EDP Services
EVGOW,Technology,EDP Services
EVH,Consumer Discretionary,Other Consumer Services
EVI,Consumer Discretionary,Other Consumer Services
EVLV,Technology,Computer peripheral equipment
EVLVW,Technology,Computer peripheral equipment
EVM,Finance,Finance/Investors Services
EVN,Finance,Investment Managers
EVO,Health Care,Biotechnology: Pharmaceutical Preparations
EVOK,Health Care,Biotechnology: Pharmaceutical Preparations
EVR,Finance,Investment Managers
EVRG,Utilities,Power Generation
EVT,Finance,Finance Companies
EVTC,Technology,EDP Services
EVTL,Industrials,Aerospace
EVTV,Consumer Discretionary,Auto Parts:O.E.M.
EVV,Finance,Finance/Investors Services
EW,Health Care,Industrial Specialties
EWBC,Finance,Major Banks
EWCZ,Consumer Discretionary,Other Consumer Services
EWTX,Health Care,Biotechnology: Pharmaceutical Preparations
EXAS,Health Care,Medical Specialities
EXC,Utilities,Power Generation
EXE,Energy,Oil & Gas Production
EXEEL,Energy,Oil & Gas Production
EXEL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
